Date,Temperature,Humidity,Rainfall
2021-12-09,22.83,76.74,7.14
2021-12-10,23.9,76.99,7.43
2021-12-11,23.71,79.65,2.12
2021-12-12,22.82,79.15,0.0
2021-12-13,24.96,75.76,6.09
2021-12-14,23.7,74.02,4.53
2021-12-15,24.83,80.95,4.07
2021-12-16,23.48,82.15,1.08
2021-12-17,22.17,74.78,9.04
2021-12-18,24.14,79.42,0.0
2021-12-19,23.74,86.19,0.15
2021-12-20,22.8,77.72,0.06
2021-12-21,22.45,79.96,0.0
2021-12-22,24.84,80.2,1.95
2021-12-23,25.58,84.2,5.42
2021-12-24,25.8,78.22,0.0
2021-12-25,25.02,76.85,3.03
2021-12-26,24.57,85.15,7.75
2021-12-27,24.85,81.59,0.0
2021-12-28,24.79,76.43,0.0
2021-12-29,25.62,78.37,0.0
2021-12-30,24.42,77.47,0.0
2021-12-31,23.74,82.68,3.81
2022-01-01,24.87,76.43,4.01
2022-01-02,25.37,82.79,1.76
2022-01-03,25.0,83.71,3.11
2022-01-04,25.37,81.53,1.4
2022-01-05,27.63,77.29,7.25
2022-01-06,26.4,79.4,1.3
2022-01-07,24.21,84.89,5.66
2022-01-08,26.34,78.06,0.15
2022-01-09,23.59,80.62,2.57
2022-01-10,26.48,84.41,3.55
2022-01-11,26.42,78.17,0.0
2022-01-12,26.05,82.26,6.36
2022-01-13,25.14,86.58,0.49
2022-01-14,25.21,82.54,2.63
2022-01-15,26.69,79.66,0.0
2022-01-16,25.75,79.82,2.82
2022-01-17,27.28,76.77,3.79
2022-01-18,25.9,81.01,0.0
2022-01-19,26.24,78.74,3.67
2022-01-20,27.45,73.83,0.0
2022-01-21,26.73,79.79,0.99
2022-01-22,26.68,75.6,0.91
2022-01-23,27.2,79.72,2.98
2022-01-24,27.38,84.98,10.57
2022-01-25,27.0,75.6,0.98
2022-01-26,27.39,78.84,8.03
2022-01-27,27.13,79.17,0.0
2022-01-28,27.73,76.51,5.34
2022-01-29,27.68,80.77,1.67
2022-01-30,27.97,80.1,1.29
2022-01-31,28.35,76.66,5.18
2022-02-01,26.59,75.75,2.85
2022-02-02,26.33,73.94,0.0
2022-02-03,27.5,80.96,0.0
2022-02-04,27.66,76.27,3.16
2022-02-05,28.37,78.69,5.43
2022-02-06,26.75,75.17,0.0
2022-02-07,28.23,74.2,0.0
2022-02-08,28.55,71.97,7.75
2022-02-09,26.54,74.35,0.0
2022-02-10,28.68,78.46,3.46
2022-02-11,29.71,74.2,0.0
2022-02-12,28.5,76.91,1.85
2022-02-13,27.54,80.5,0.0
2022-02-14,27.92,77.18,2.05
2022-02-15,28.48,73.59,0.0
2022-02-16,28.1,81.29,0.0
2022-02-17,25.47,72.16,3.89
2022-02-18,30.2,70.68,6.01
2022-02-19,28.32,70.65,3.22
2022-02-20,28.67,75.33,0.0
2022-02-21,29.83,70.32,4.26
2022-02-22,29.19,73.39,1.28
2022-02-23,28.52,78.28,11.54
2022-02-24,28.96,73.06,1.9
2022-02-25,29.64,70.07,0.0
2022-02-26,29.71,70.16,0.37
2022-02-27,29.01,66.91,2.57
2022-02-28,30.04,73.62,8.89
2022-03-01,30.08,75.63,3.4
2022-03-02,28.85,73.82,6.88
2022-03-03,28.37,67.94,0.0
2022-03-04,29.75,69.18,4.54
2022-03-05,30.04,64.98,0.62
2022-03-06,29.04,70.93,5.08
2022-03-07,29.1,65.29,0.0
2022-03-08,30.11,69.09,3.14
2022-03-09,29.76,68.24,3.24
2022-03-10,31.0,68.79,8.04
2022-03-11,30.18,65.9,2.12
2022-03-12,32.08,67.01,3.6
2022-03-13,30.26,65.18,0.0
2022-03-14,28.86,60.82,1.65
2022-03-15,29.58,62.72,3.39
2022-03-16,29.71,64.54,0.0
2022-03-17,28.15,69.55,1.74
2022-03-18,30.53,71.38,0.0
2022-03-19,29.93,66.05,5.9
2022-03-20,29.87,66.81,0.0
2022-03-21,29.35,62.55,5.25
2022-03-22,28.82,60.65,4.53
2022-03-23,29.72,64.74,1.41
2022-03-24,29.07,60.35,4.33
2022-03-25,29.97,61.4,4.95
2022-03-26,29.06,65.35,3.62
2022-03-27,28.56,62.51,5.62
2022-03-28,30.08,61.53,0.0
2022-03-29,30.19,61.77,0.0
2022-03-30,30.54,57.14,0.0
2022-03-31,30.06,60.44,1.08
2022-04-01,31.47,61.01,0.0
2022-04-02,29.36,58.41,0.0
2022-04-03,31.11,59.14,0.0
2022-04-04,29.0,58.45,8.16
2022-04-05,29.31,59.87,0.0
2022-04-06,29.57,61.52,2.61
2022-04-07,29.73,60.57,2.54
2022-04-08,31.49,57.86,4.63
2022-04-09,29.31,48.0,0.0
2022-04-10,28.67,56.35,0.0
2022-04-11,30.68,60.9,1.45
2022-04-12,29.89,57.71,0.31
2022-04-13,28.34,52.04,0.0
2022-04-14,30.23,56.38,3.56
2022-04-15,30.8,59.63,0.0
2022-04-16,29.45,51.97,0.0
2022-04-17,31.38,52.65,5.95
2022-04-18,31.34,57.92,2.14
2022-04-19,29.08,53.34,0.0
2022-04-20,30.61,53.07,0.0
2022-04-21,27.62,56.8,7.5
2022-04-22,29.85,55.11,0.0
2022-04-23,28.9,58.73,0.0
2022-04-24,30.59,52.12,0.0
2022-04-25,28.71,57.77,0.0
2022-04-26,30.58,51.49,2.72
2022-04-27,28.71,48.81,1.82
2022-04-28,29.05,48.21,2.55
2022-04-29,28.68,46.11,0.0
2022-04-30,29.62,47.03,2.1
2022-05-01,27.99,46.02,0.24
2022-05-02,29.96,51.36,2.29
2022-05-03,28.6,48.12,3.01
2022-05-04,31.47,55.48,2.77
2022-05-05,28.93,45.6,0.0
2022-05-06,28.37,47.58,6.61
2022-05-07,29.56,51.52,11.58
2022-05-08,28.2,49.23,4.21
2022-05-09,29.57,51.15,0.0
2022-05-10,28.48,45.5,0.14
2022-05-11,29.36,49.53,5.61
2022-05-12,28.88,43.76,4.54
2022-05-13,29.31,50.7,0.01
2022-05-14,28.02,43.56,4.28
2022-05-15,27.99,40.82,2.14
2022-05-16,30.03,46.93,0.74
2022-05-17,29.91,45.92,1.02
2022-05-18,29.39,41.78,0.0
2022-05-19,27.83,44.25,0.0
2022-05-20,29.62,40.82,1.35
2022-05-21,27.95,48.8,1.01
2022-05-22,28.06,46.45,1.86
2022-05-23,29.2,45.2,4.2
2022-05-24,27.97,48.01,5.95
2022-05-25,27.97,42.03,4.13
2022-05-26,27.62,40.89,2.21
2022-05-27,27.2,39.16,0.0
2022-05-28,27.09,42.07,3.74
2022-05-29,27.37,42.81,3.58
2022-05-30,27.81,36.91,2.94
2022-05-31,27.28,46.43,1.63
2022-06-01,26.33,39.36,42.21
2022-06-02,27.28,38.82,36.69
2022-06-03,27.13,42.16,2.03
2022-06-04,27.35,41.68,36.95
2022-06-05,27.65,45.59,0.0
2022-06-06,27.42,43.84,34.05
2022-06-07,26.22,45.68,47.3
2022-06-08,26.14,38.96,0.0
2022-06-09,26.4,44.52,6.94
2022-06-10,26.06,42.41,19.22
2022-06-11,25.14,41.74,15.22
2022-06-12,26.18,42.52,27.99
2022-06-13,25.13,35.65,44.07
2022-06-14,25.22,41.75,53.57
2022-06-15,25.16,36.85,23.65
2022-06-16,25.27,42.25,17.59
2022-06-17,25.1,42.55,30.04
2022-06-18,25.24,40.74,0.0
2022-06-19,25.81,42.37,26.05
2022-06-20,26.8,42.5,19.63
2022-06-21,24.55,46.16,27.74
2022-06-22,26.87,39.8,10.96
2022-06-23,26.25,37.37,25.09
2022-06-24,26.18,39.3,32.94
2022-06-25,25.3,37.58,37.3
2022-06-26,25.66,37.61,42.38
2022-06-27,25.95,44.96,24.61
2022-06-28,25.93,39.68,34.36
2022-06-29,24.88,42.22,0.0
2022-06-30,25.87,37.47,41.14
2022-07-01,26.25,37.58,26.19
2022-07-02,25.93,37.92,2.5
2022-07-03,25.57,39.06,29.54
2022-07-04,24.18,42.53,19.32
2022-07-05,24.7,41.27,24.4
2022-07-06,24.76,38.9,17.89
2022-07-07,24.06,41.65,21.0
2022-07-08,24.66,35.45,25.25
2022-07-09,24.53,39.1,1.53
2022-07-10,24.22,40.36,16.78
2022-07-11,24.04,38.21,45.4
2022-07-12,24.07,38.74,1.84
2022-07-13,24.05,40.59,10.81
2022-07-14,23.57,39.14,12.73
2022-07-15,23.42,41.21,25.67
2022-07-16,23.71,42.94,16.83
2022-07-17,22.56,38.49,22.15
2022-07-18,21.74,37.95,18.95
2022-07-19,23.3,40.6,22.98
2022-07-20,22.26,38.17,34.96
2022-07-21,25.0,37.96,11.87
2022-07-22,24.0,38.21,24.5
2022-07-23,24.44,34.21,24.23
2022-07-24,23.84,43.48,9.59
2022-07-25,22.71,40.13,28.23
2022-07-26,23.45,46.24,4.4
2022-07-27,23.39,46.02,17.6
2022-07-28,21.42,41.73,23.35
2022-07-29,23.51,48.5,34.14
2022-07-30,21.75,45.49,0.0
2022-07-31,21.39,36.7,28.56
2022-08-01,23.23,43.73,9.97
2022-08-02,21.85,41.2,38.25
2022-08-03,21.39,45.63,12.23
2022-08-04,23.46,43.92,15.58
2022-08-05,20.44,42.49,17.09
2022-08-06,21.36,44.88,13.75
2022-08-07,23.19,45.57,31.21
2022-08-08,24.66,43.14,34.66
2022-08-09,21.99,36.72,19.28
2022-08-10,22.77,43.15,4.0
2022-08-11,20.79,41.63,13.33
2022-08-12,23.8,48.37,21.82
2022-08-13,21.07,39.22,29.5
2022-08-14,18.78,39.74,39.42
2022-08-15,21.64,44.25,8.98
2022-08-16,21.61,46.38,0.0
2022-08-17,20.63,48.17,23.95
2022-08-18,21.61,44.48,29.91
2022-08-19,22.61,40.17,19.85
2022-08-20,19.89,49.07,7.64
2022-08-21,21.68,45.19,27.72
2022-08-22,20.14,46.66,3.73
2022-08-23,22.56,51.19,18.97
2022-08-24,21.59,47.73,26.99
2022-08-25,20.45,43.57,31.47
2022-08-26,21.19,51.63,17.2
2022-08-27,20.48,43.28,10.86
2022-08-28,21.47,48.62,28.33
2022-08-29,20.75,51.51,0.0
2022-08-30,22.04,54.43,38.59
2022-08-31,23.35,50.35,35.23
2022-09-01,20.98,48.42,24.67
2022-09-02,21.47,50.75,9.04
2022-09-03,20.94,48.99,33.98
2022-09-04,20.01,53.06,30.63
2022-09-05,20.97,50.16,33.85
2022-09-06,21.42,53.97,49.22
2022-09-07,21.26,50.04,3.97
2022-09-08,20.54,52.12,24.73
2022-09-09,20.19,55.21,26.45
2022-09-10,22.15,55.91,5.02
2022-09-11,21.22,55.78,31.7
2022-09-12,21.64,58.02,35.46
2022-09-13,19.58,51.05,33.35
2022-09-14,21.63,54.78,17.54
2022-09-15,18.72,58.02,39.08
2022-09-16,20.64,55.36,20.15
2022-09-17,20.17,54.04,33.85
2022-09-18,20.28,55.59,27.68
2022-09-19,19.69,56.18,14.68
2022-09-20,21.02,54.6,16.2
2022-09-21,20.61,54.19,18.47
2022-09-22,20.25,55.83,19.01
2022-09-23,22.11,58.52,54.66
2022-09-24,21.08,54.95,19.92
2022-09-25,20.21,56.17,13.53
2022-09-26,20.01,59.0,27.91
2022-09-27,18.02,56.48,32.38
2022-09-28,19.36,56.11,6.09
2022-09-29,19.52,54.59,0.5
2022-09-30,19.19,60.8,0.0
2022-10-01,19.89,66.62,0.0
2022-10-02,21.82,55.17,0.0
2022-10-03,20.52,61.73,4.3
2022-10-04,19.77,55.45,0.0
2022-10-05,18.93,63.05,6.03
2022-10-06,20.97,63.06,0.0
2022-10-07,19.8,62.49,1.17
2022-10-08,21.91,62.65,9.23
2022-10-09,20.21,67.42,4.69
2022-10-10,21.5,65.59,0.0
2022-10-11,20.55,67.17,2.6
2022-10-12,20.17,64.26,0.38
2022-10-13,20.24,63.54,0.0
2022-10-14,20.76,60.63,4.5
2022-10-15,20.12,63.89,0.12
2022-10-16,18.6,65.54,2.42
2022-10-17,18.31,68.34,6.26
2022-10-18,19.5,63.88,3.85
2022-10-19,19.43,67.98,0.78
2022-10-20,20.48,63.29,0.0
2022-10-21,20.17,64.61,0.0
2022-10-22,20.82,69.11,0.0
2022-10-23,20.14,65.38,3.47
2022-10-24,20.96,64.68,1.36
2022-10-25,20.77,70.64,0.0
2022-10-26,21.57,73.85,2.0
2022-10-27,19.6,64.56,1.17
2022-10-28,18.64,68.56,0.11
2022-10-29,19.96,68.41,0.0
2022-10-30,21.35,69.17,3.23
2022-10-31,20.0,65.36,0.99
2022-11-01,20.23,70.4,4.31
2022-11-02,19.46,67.22,0.0
2022-11-03,19.82,73.89,0.0
2022-11-04,20.65,66.12,2.83
2022-11-05,19.15,69.5,4.96
2022-11-06,20.79,68.9,2.77
2022-11-07,21.01,73.23,7.03
2022-11-08,20.85,79.22,4.89
2022-11-09,21.22,71.54,0.0
2022-11-10,20.49,77.28,6.55
2022-11-11,22.49,70.07,2.92
2022-11-12,22.06,72.42,0.0
2022-11-13,20.53,74.39,2.08
2022-11-14,21.31,72.33,6.51
2022-11-15,20.78,67.94,0.0
2022-11-16,22.77,73.42,5.86
2022-11-17,21.45,77.4,5.37
2022-11-18,20.43,71.66,0.0
2022-11-19,22.54,80.32,1.47
2022-11-20,22.37,76.39,2.85
2022-11-21,21.62,73.49,6.46
2022-11-22,21.37,75.57,3.92
2022-11-23,21.54,76.64,0.0
2022-11-24,21.96,72.37,0.0
2022-11-25,21.04,75.86,12.39
2022-11-26,23.97,76.47,6.47
2022-11-27,22.16,79.79,5.22
2022-11-28,24.51,70.12,7.2
2022-11-29,21.93,74.94,2.94
2022-11-30,22.25,75.09,4.74
2022-12-01,22.24,79.05,0.0
2022-12-02,23.51,80.04,3.63
2022-12-03,23.68,76.33,7.97
2022-12-04,23.07,78.59,0.0
2022-12-05,23.97,78.07,5.61
2022-12-06,24.07,76.54,0.0
2022-12-07,23.99,72.71,0.0
2022-12-08,22.66,76.38,2.34
2022-12-09,22.01,80.26,2.27
2022-12-10,21.61,80.28,2.37
2022-12-11,21.85,78.31,5.94
2022-12-12,23.08,72.16,0.0
2022-12-13,22.19,82.67,1.71
2022-12-14,23.45,79.94,0.2
2022-12-15,25.13,76.43,7.76
2022-12-16,23.57,77.2,4.69
2022-12-17,21.91,77.71,0.0
2022-12-18,24.73,80.97,7.59
2022-12-19,23.75,74.84,0.64
2022-12-20,23.56,80.53,5.19
2022-12-21,23.87,80.24,7.76
2022-12-22,22.9,81.28,0.54
2022-12-23,24.33,82.09,1.67
2022-12-24,25.15,74.52,5.15
2022-12-25,23.46,87.09,3.84
2022-12-26,25.14,78.49,0.08
2022-12-27,25.27,76.86,5.38
2022-12-28,24.17,83.64,5.89
2022-12-29,25.84,79.96,0.0
2022-12-30,23.76,79.39,2.38
2022-12-31,25.44,82.42,4.56
2023-01-01,24.94,85.15,0.0
2023-01-02,25.09,79.21,3.51
2023-01-03,25.65,74.74,4.43
2023-01-04,25.56,82.73,7.84
